Cryo,Map Resolution,PDB,Peak Level,Size Cutoff >,Cryo Type,vTree#,numOfVoxels,numberOfNeighbors,neighbor trees,Max Density,MinDensity,AvgDensity,stdDensity,Percentage of voxels within 1 std,Percentage of voxels within 2 std,PCA_EigenValue1,PCA_EigenValue2,PCA_EigenValue3,PCA Thickness Ratio ev1/ev2,PCA Thickness Ratio ev2/ev3,Structure Tensor Helix (Percentage),Structure Tensor Sheet (Percentage),Percentage of voxels with density less than average,Radius of Gyration,Width,Hlx overlap (percentage),Strand overlap (percentage),Loop overlap (percentage),Unknown (percentage) - most likely outside protein model (noise),Label
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,15,190,6,33 80 90 110 122 168,0.55,0.43,0.49,0.03,0.65,0.97,42.06,4.42,3.65,9.51,1.21,0.56,0.44,0.46,7.2,4.86,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,17,169,7,4 23 30 45 59 104 129,0.56,0.45,0.5,0.02,0.62,0.96,22.07,5.92,3.17,3.73,1.86,0.43,0.57,0.54,5.7,7.93635,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,131,38,3,10 61 99,0.52,0.44,0.47,0.02,0.66,0.95,3.33,2.75,1.68,1.21,1.64,0.34,0.66,0.55,2.8,2.80592,0.37,0.63,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,125,41,4,16 44 87 127,0.55,0.46,0.49,0.02,0.68,0.98,6.18,2.86,1.2,2.16,2.39,0.41,0.59,0.54,3.3,3.96817,0,0.54,0.46,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,119,43,3,5 24 99,0.51,0.43,0.46,0.02,0.72,0.93,6.94,2.7,1.15,2.57,2.36,0.44,0.56,0.56,3.3,2.29103,0,0.02,0.98,0,Loop
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,118,44,3,22 49 188,0.53,0.46,0.49,0.02,0.64,0.95,5.36,2.87,1.47,1.87,1.95,0.59,0.41,0.57,3.2,3.96817,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,124,41,3,36 64 153,0.55,0.46,0.5,0.02,0.71,0.93,6.33,1.87,1.53,3.38,1.22,0.22,0.78,0.54,3.2,2.80592,0.39,0.17,0.44,0,Loop
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,130,39,4,40 64 95 101,0.57,0.47,0.52,0.03,0.64,1,5.32,2.12,1.55,2.51,1.37,0.36,0.64,0.49,3.1,3.62243,0.08,0.92,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,16,189,7,13 26 36 37 84 125 128,0.57,0.47,0.51,0.02,0.66,0.95,24.38,7.39,5.09,3.3,1.45,0.39,0.61,0.53,6.1,3.62243,0,0.83,0.17,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,12,199,4,37 55 60 111,0.57,0.44,0.5,0.04,0.64,0.97,22.87,6.21,3.48,3.68,1.78,0.7,0.3,0.55,5.8,12.6526,0.95,0.04,0,0.01,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,108,50,3,39 49 204,0.48,0.43,0.46,0.01,0.6,0.94,4.46,3.45,2.19,1.29,1.57,0.22,0.78,0.56,3.2,3.96817,0.48,0,0,0.52,Unknown
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,134,37,5,59 78 91 116 215,0.53,0.45,0.49,0.02,0.65,1,8.92,2.18,0.87,4.1,2.5,0.81,0.19,0.41,3.5,2.29103,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,120,43,3,3 38 44,0.57,0.47,0.5,0.02,0.7,0.98,6.63,2.09,1.24,3.17,1.68,0.3,0.7,0.58,3.2,3.62243,0,0.88,0.12,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,121,42,3,18 47 92,0.57,0.47,0.51,0.03,0.64,0.95,7.03,1.74,1.47,4.04,1.18,0.64,0.36,0.57,3.3,3.62243,0.52,0.48,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,135,37,4,39 76 164 167,0.49,0.44,0.46,0.01,0.73,0.95,9.1,1.61,1.02,5.66,1.57,0.43,0.57,0.54,3.5,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,109,49,4,6 101 153 180,0.52,0.44,0.47,0.02,0.59,0.96,8.34,2.14,1.65,3.91,1.3,0.69,0.31,0.53,3.5,2.80592,0.08,0.29,0.63,0,Loop
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,13,197,7,16 19 40 57 84 128 150,0.61,0.48,0.52,0.03,0.65,0.96,35.6,4.75,3.67,7.5,1.29,0.42,0.58,0.53,6.7,3.62243,0.43,0.57,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,39,114,7,49 56 108 135 151 164 199,0.53,0.44,0.47,0.02,0.69,0.96,7.66,6.43,3.42,1.19,1.88,0.48,0.52,0.61,4.3,4.86,0.98,0,0.01,0.01,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,11,206,2,14 22,0.62,0.48,0.54,0.03,0.57,0.99,18.26,5.82,4.97,3.14,1.17,0.5,0.5,0.53,5.5,8.72397,0.97,0,0,0.03,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,123,41,4,2 58 92 93,0.58,0.48,0.53,0.03,0.59,1,5.5,2.29,1.45,2.4,1.58,0.37,0.63,0.54,3.1,3.62243,0,1,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,137,36,2,47 170,0.52,0.44,0.47,0.02,0.72,0.94,5.07,2.95,1.06,1.72,2.8,0.42,0.58,0.58,3.1,5.37293,0.22,0,0,0.78,Unknown
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,136,37,2,60 144,0.55,0.45,0.5,0.02,0.62,0.95,5.77,2.41,1.31,2.4,1.83,0.49,0.51,0.51,3.1,2.80592,0,1,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,122,41,2,15 168,0.53,0.45,0.49,0.02,0.66,0.98,6.41,3.08,1.36,2.08,2.26,0.34,0.66,0.49,3.3,2.80592,0.54,0,0,0.46,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,10,220,6,1 7 102 103 131 163,0.55,0.43,0.48,0.03,0.62,0.97,37,5.46,3.09,6.78,1.77,0.49,0.51,0.52,6.8,5.12289,0.99,0,0.01,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,38,114,5,5 62 63 83 120,0.59,0.46,0.51,0.03,0.59,0.97,13.31,7.88,1.83,1.69,4.3,0.34,0.66,0.51,4.9,3.24,0.03,0.79,0.11,0.07,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,21,151,5,54 59 100 113 202,0.59,0.47,0.52,0.03,0.64,0.95,16.98,5.43,3.59,3.13,1.51,0.34,0.66,0.54,5.2,10.6231,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,35,121,7,45 50 69 70 94 99 190,0.6,0.45,0.5,0.03,0.65,0.96,10.73,7.29,2.91,1.47,2.51,0.36,0.64,0.54,4.6,3.96817,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,107,51,4,4 8 43 78,0.58,0.47,0.5,0.03,0.67,0.98,4.73,3.24,1.92,1.46,1.69,0.39,0.61,0.57,3.2,3.96817,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,113,48,5,21 23 27 68 147,0.56,0.49,0.51,0.02,0.65,0.98,4.37,3.11,1.97,1.41,1.57,0.54,0.46,0.5,3.1,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,112,48,3,6 28 180,0.52,0.42,0.47,0.02,0.77,0.96,12.67,3.07,1.25,4.13,2.45,0.56,0.44,0.52,4.2,6.87308,0,0.56,0.02,0.42,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,106,51,2,55 56,0.53,0.44,0.47,0.02,0.69,0.92,6.32,2.76,1.75,2.29,1.58,0.35,0.65,0.61,3.4,2.80592,0.94,0,0.06,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,34,121,5,2 48 75 114 165,0.56,0.45,0.51,0.03,0.6,0.98,10.54,5.38,2.7,1.96,1.99,0.4,0.6,0.55,4.4,3.96817,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,20,153,6,22 80 85 88 143 192,0.58,0.48,0.52,0.02,0.68,0.95,16.61,7.15,2.93,2.32,2.44,0.24,0.76,0.58,5.2,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,36,114,4,16 37 124 133,0.58,0.47,0.51,0.02,0.7,0.94,12.44,4.94,3.2,2.52,1.55,0.32,0.68,0.59,4.6,3.96817,0.05,0.95,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,22,139,6,11 20 51 118 192 196,0.58,0.47,0.52,0.02,0.69,0.96,13.2,6.73,3.01,1.96,2.24,0.45,0.55,0.55,4.9,6.06148,0.94,0,0,0.06,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,110,49,2,15 25,0.52,0.43,0.47,0.02,0.61,0.96,3.55,2.91,2.63,1.22,1.11,0.57,0.43,0.49,3.1,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,104,52,4,17 30 161 175,0.54,0.47,0.5,0.02,0.65,0.98,5.55,2.74,1.71,2.03,1.6,0.31,0.69,0.58,3.2,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,138,36,3,18 154 170,0.54,0.46,0.5,0.02,0.58,1,6.29,2.89,0.82,2.18,3.51,0.42,0.58,0.53,3.2,2.29103,0.44,0.19,0,0.36,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,139,34,1,7,0.51,0.41,0.45,0.02,0.76,0.97,3.59,2.4,1.19,1.5,2.01,0.21,0.79,0.62,2.7,3.62243,0.79,0,0,0.21,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,105,52,2,14 27,0.53,0.47,0.51,0.02,0.65,0.98,12.57,2.2,1.34,5.71,1.64,0.73,0.27,0.54,4.1,6.87308,0.27,0,0,0.73,Unknown
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,111,49,2,12 220,0.5,0.41,0.46,0.02,0.61,0.98,8.35,2.8,1.4,2.98,1.99,0.33,0.67,0.49,3.6,2.80592,0.22,0,0,0.78,Unknown
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,23,137,4,17 68 113 156,0.6,0.46,0.51,0.03,0.64,0.96,11.32,5.63,3.3,2.01,1.71,0.38,0.62,0.57,4.6,8.26041,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,37,114,5,12 16 26 32 36,0.63,0.46,0.53,0.04,0.66,0.96,12.23,4.94,3.03,2.48,1.63,0.65,0.35,0.54,4.6,3.62243,0.96,0.04,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,33,122,4,15 80 85 178,0.56,0.45,0.51,0.02,0.67,0.94,10.07,6.84,2.95,1.47,2.32,0.38,0.62,0.56,4.5,3.96817,0.8,0,0,0.2,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,27,131,5,14 46 68 105 113,0.57,0.48,0.52,0.02,0.65,0.96,11.41,6.18,3.42,1.85,1.81,0.36,0.64,0.56,4.7,5.37293,0.92,0,0,0.08,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,129,39,2,17 156,0.5,0.43,0.47,0.02,0.67,0.95,8.29,3.1,1.27,2.67,2.45,0.62,0.38,0.49,3.6,3.96817,0.23,0,0,0.77,Unknown
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,115,46,2,9 73,0.55,0.46,0.5,0.02,0.59,0.98,4.23,3.05,1.74,1.38,1.76,0.22,0.78,0.52,3.1,4.86,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,101,54,4,67 109 130 153,0.59,0.46,0.51,0.03,0.61,0.96,4.98,3.52,2.3,1.42,1.53,0.46,0.54,0.48,3.4,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,100,55,2,21 59,0.55,0.46,0.5,0.02,0.71,0.95,6.55,2.96,1.95,2.21,1.52,0.29,0.71,0.6,3.5,4.86,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,114,47,4,29 34 75 117,0.54,0.44,0.48,0.02,0.7,0.96,9.01,4.09,1.25,2.2,3.29,0.26,0.74,0.49,3.8,3.24,0.72,0,0.28,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,128,40,2,13 16,0.57,0.48,0.51,0.03,0.6,0.95,6.71,2.4,1.1,2.79,2.18,0.83,0.18,0.57,3.2,3.96817,0,1,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,26,132,3,16 37 60,0.64,0.46,0.51,0.04,0.72,0.94,14.45,8.43,2.87,1.71,2.94,0.3,0.7,0.62,5.1,3.96817,0.8,0.06,0.06,0.08,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,32,123,3,37 155 186,0.63,0.44,0.51,0.04,0.63,0.96,10.38,5.35,3.62,1.94,1.48,0.59,0.41,0.58,4.5,3.96817,0.96,0.03,0,0.01,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,18,162,7,19 57 92 121 138 140 154,0.59,0.46,0.52,0.03,0.68,0.95,26.18,4.31,3.29,6.08,1.31,0.54,0.46,0.54,5.9,3.96817,0.38,0.62,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,24,137,6,76 86 119 126 179 186,0.58,0.44,0.49,0.03,0.65,0.96,11.39,7.66,3.53,1.49,2.17,0.34,0.66,0.55,4.8,6.06148,0,0.88,0.12,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,30,126,2,17 104,0.54,0.42,0.48,0.03,0.69,0.94,11.46,5.94,3.98,1.93,1.49,0.34,0.66,0.5,4.7,3.62243,0.6,0,0,0.4,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,102,53,3,1 10 61,0.51,0.44,0.47,0.02,0.55,0.96,6.54,2.53,2.06,2.58,1.23,0.11,0.89,0.53,3.4,3.24,0.3,0.25,0.45,0,Loop
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,116,45,7,51 70 71 91 134 193 194,0.52,0.45,0.48,0.01,0.67,0.96,7.46,2.75,1.71,2.71,1.61,0.42,0.58,0.56,3.5,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,117,44,2,1 114,0.5,0.43,0.46,0.02,0.66,0.95,5.3,3.62,1.76,1.47,2.05,0.36,0.64,0.48,3.3,3.96817,0,0.25,0.75,0,Loop
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,103,52,2,10 163,0.45,0.41,0.45,0.02,0.73,0.96,23.39,3.18,1.33,7.35,2.39,0.6,0.4,0.56,5.3,2.29103,0.12,0,0,0.88,Unknown
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,31,125,4,82 141 159 171,0.53,0.43,0.47,0.02,0.69,0.95,13.89,6.25,2.4,2.22,2.6,0.34,0.66,0.56,4.8,5.84099,0.87,0,0,0.13,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,25,136,6,56 66 69 110 182 207,0.53,0.42,0.46,0.02,0.65,0.99,23.03,5,3.29,4.61,1.52,0.31,0.69,0.57,5.7,3.96817,0.99,0,0,0.01,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,19,161,7,13 18 40 57 67 84 132,0.68,0.48,0.54,0.05,0.66,0.94,16.2,6,3.51,2.7,1.71,0.4,0.6,0.58,5.1,8.87311,0.9,0.1,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,42,111,4,1 50 52 81,0.53,0.45,0.49,0.02,0.59,0.97,12.41,7.78,2.44,1.59,3.19,0.41,0.59,0.5,4.8,6.06148,0.81,0.16,0.03,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,56,93,6,25 39 69 99 106 207,0.54,0.44,0.48,0.02,0.62,0.98,14.39,4.23,2.61,3.4,1.62,0.58,0.42,0.53,4.7,2.80592,0.23,0,0.77,0,Loop
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,81,70,3,8 42 79,0.54,0.45,0.49,0.02,0.6,0.99,8.25,3.66,1.82,2.25,2.01,0.47,0.53,0.51,3.8,3.96817,0.07,0,0.93,0,Loop
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,8,225,8,4 49 74 79 81 107 151 208,0.57,0.45,0.49,0.03,0.68,0.95,20.71,9.26,5.35,2.24,1.73,0.52,0.48,0.57,6,3.96817,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,95,57,4,40 65 130 146,0.56,0.48,0.51,0.02,0.61,0.96,8.66,2.59,2.01,3.34,1.29,0.44,0.56,0.54,3.7,3.96817,0,1,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,164,26,3,39 135 167,0.46,0.43,0.45,0.01,0.62,1,4.98,1.48,1,3.36,1.48,0.23,0.77,0.5,2.8,2.80592,0.92,0,0,0.08,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,170,20,3,47 137 138,0.54,0.46,0.49,0.02,0.65,0.95,2.3,1.48,1.13,1.56,1.31,0.35,0.65,0.5,2.3,3.62243,0.9,0,0,0.1,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,158,28,3,69 70 194,0.51,0.45,0.48,0.02,0.64,1,4.51,2.18,0.91,2.07,2.41,0.25,0.75,0.43,2.8,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,159,28,2,31 141,0.49,0.44,0.46,0.02,0.57,1,2.74,2.45,1.62,1.11,1.51,0.43,0.57,0.5,2.7,3.96817,0.79,0,0,0.21,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,171,20,2,31 52,0.49,0.44,0.47,0.01,0.6,1,2.83,1.81,0.89,1.56,2.04,0.65,0.35,0.45,2.4,2.29103,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,165,23,4,5 34 48 75,0.51,0.47,0.49,0.01,0.65,0.96,4.84,1.39,0.98,3.49,1.41,0.35,0.65,0.57,2.7,2.29103,0.09,0.87,0,0.04,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,94,57,3,35 45 189,0.53,0.44,0.48,0.02,0.7,0.96,6.05,3.08,2.45,1.96,1.26,0.28,0.72,0.61,3.5,3.62243,0.98,0,0,0.02,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,9,221,8,3 5 44 73 77 87 115 217,0.58,0.47,0.52,0.03,0.62,0.98,31.83,7.68,3.87,4.14,1.99,0.37,0.63,0.57,6.7,4.86,0.1,0.9,0,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,80,70,7,15 20 33 53 71 85 143,0.6,0.49,0.52,0.02,0.69,0.96,6.03,4.19,2.23,1.44,1.88,0.5,0.5,0.57,3.6,3.62243,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,57,93,3,13 18 19,0.58,0.46,0.51,0.03,0.66,0.98,16.35,3.17,2.07,5.16,1.53,0.56,0.44,0.57,4.7,3.62243,0.85,0.15,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,43,108,3,4 107 147,0.6,0.46,0.52,0.03,0.67,0.96,11.31,4.01,2.76,2.82,1.46,0.56,0.44,0.56,4.3,4.86,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,55,94,3,12 106 186,0.59,0.44,0.5,0.04,0.61,0.97,9.67,3.65,3.06,2.65,1.19,0.7,0.3,0.56,4.1,3.96817,0.93,0.07,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,41,112,4,3 5 63 73,0.61,0.48,0.53,0.03,0.62,0.96,12.73,3.85,2.92,3.3,1.32,0.83,0.17,0.55,4.5,5.37293,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,69,83,6,25 35 56 70 158 208,0.55,0.45,0.49,0.02,0.65,0.98,6.67,3.59,3.22,1.86,1.12,0.29,0.71,0.52,3.7,5.61184,0.95,0,0.05,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,96,57,3,51 88 169,0.56,0.47,0.51,0.02,0.63,0.96,6.14,3.47,1.81,1.77,1.92,0.28,0.72,0.53,3.4,3.62243,0.58,0,0.42,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,82,69,3,31 46 201,0.53,0.43,0.47,0.03,0.61,0.96,5.98,3.38,2.57,1.77,1.32,0.8,0.2,0.61,3.5,3.96817,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,173,19,3,4 52 79,0.52,0.45,0.48,0.02,0.68,0.95,2.26,1.48,1.34,1.53,1.1,0.58,0.42,0.53,2.3,2.29103,0.95,0,0.05,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,167,23,2,135 164,0.47,0.43,0.45,0.01,0.7,0.96,3.38,2.32,1.13,1.45,2.06,0.13,0.87,0.52,2.7,2.29103,0.91,0,0,0.09,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,166,23,2,44 162,0.54,0.46,0.48,0.02,0.57,0.96,2.61,1.69,1.31,1.55,1.28,0.35,0.65,0.57,2.4,2.80592,0,0,1,0,Loop
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,172,20,1,98,0.51,0.44,0.48,0.02,0.75,0.95,4.34,1.47,0.77,2.95,1.9,0.75,0.25,0.5,2.6,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,83,69,5,3 38 58 150 191,0.57,0.47,0.51,0.03,0.62,0.97,8.9,4.4,1.65,2.02,2.66,0.32,0.68,0.49,3.9,5.37293,0.58,0.01,0,0.41,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,97,56,2,45 50,0.53,0.44,0.48,0.02,0.64,0.98,7,3.18,2.26,2.2,1.41,0.79,0.21,0.52,3.6,3.96817,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,68,84,4,23 27 46 113,0.55,0.46,0.51,0.02,0.69,0.95,8.78,5.34,3.26,1.64,1.64,0.27,0.73,0.49,4.2,2.80592,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,40,112,6,13 19 64 95 130 146,0.6,0.47,0.53,0.03,0.64,0.96,12.66,4.89,2.67,2.59,1.83,0.38,0.62,0.56,4.6,5.12289,0.14,0.79,0.06,0,Sheet
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,54,96,4,21 51 59 74,0.57,0.48,0.52,0.02,0.61,0.97,9.33,4.46,3.54,2.09,1.26,0.59,0.41,0.56,4.2,4.86,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,78,74,5,45 79 107 134 215,0.56,0.45,0.5,0.02,0.64,0.97,8.58,3.44,2.11,2.49,1.63,0.49,0.51,0.53,3.8,3.96817,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,50,101,3,35 42 97,0.52,0.44,0.48,0.02,0.61,0.98,9.3,5.05,2.31,1.84,2.18,0.83,0.17,0.53,4.2,7.93635,1,0,0,0,Helix
ProteinSet/emd_8640_L.mrc,5.9,ProteinSet/5o66.pdb,0.95,9,Authentic,44,107,6,5 9 87 120 125 166,0.58,0.47,0.51,0.03,0.66,0.97,12.7,5.35,3.34,2.37,1.6,0.27,0.73,0.55,4.7,3.62243,0,0.93,0.07,0,Sheet
